63360 126216 
54352 54351 15 
54351 54272 15 
54351 54350 19 
54350 54271 10 
54350 54349 13 
54349 54270 18 
54349 54348 16 
54348 54269 12 
54348 54347 12 
54347 54268 20 
54346 54345 13 
54345 54344 13 
54344 54266 15 
54344 54343 16 
54343 54265 18 
54343 54342 19 
54342 54264 19 
54341 54263 10 
54340 54262 20 
54339 54261 18 
54328 54250 14 
54327 54249 20 
54327 54328 20 
54301 54224 19 
54300 54223 19 
54299 54222 19 
54298 54297 20 
54297 54220 16 
54297 54296 15 
54296 54219 15 
54296 54295 13 
54295 54218 14 
54295 54294 13 
54294 54217 17 
54294 54293 11 
54293 54216 20 
54293 54292 12 
54292 54215 14 
54292 54291 10 
54291 54214 20 
54291 54290 18 
54290 54289 13 
54289 54288 14 
54288 54287 20 
54287 54286 10 
54285 54208 16 
54279 54202 19 
54278 54201 17 
54278 54277 20 
54277 54200 12 
54277 54276 18 
54276 54199 13 
54275 54198 10 
54275 54274 18 
54274 54197 17 
54274 54273 11 
54273 54196 10 
54273 54272 19 
54272 54195 20 
54272 54271 11 
54271 54194 14 
54271 54270 10 
54270 54193 12 
54270 54269 10 
54269 54192 18 
54269 54268 14 
54268 54191 18 
54268 54267 15 
54267 54190 10 
54266 54265 16 
54265 54264 19 
54264 54263 15 
54263 54262 10 
54262 54261 10 
54261 54260 16 
54250 54181 16 
54250 54249 19 
54249 54180 18 
54248 54179 13 
54248 54247 18 
54247 54178 14 
54246 54177 17 
54244 54175 16 
54217 54216 17 
54212 54289 19 
54203 54202 20 
54201 54132 12 
54201 54200 20 
54200 54131 14 
54200 54199 14 
54199 54130 15 
54198 54197 19 
54197 54196 17 
54196 54129 20 
54196 54195 12 
54195 54128 17 
54195 54194 10 
54194 54127 18 
54194 54193 17 
54193 54126 12 
54193 54192 13 
54192 54125 19 
54192 54191 20 
54191 54124 12 
54191 54190 11 
54190 54123 11 
54188 54118 11 
54187 54117 18 
54187 54186 17 
54186 54116 19 
54186 54185 18 
54183 54182 19 
54180 54110 18 
54179 54109 16 
54179 54178 12 
54178 54108 15 
54178 54177 17 
54177 54107 15 
54132 54062 16 
54132 54131 17 
54131 54061 11 
54131 54130 19 
54130 54060 14 
54129 54128 11 
54128 54059 11 
54128 54127 16 
54127 54058 15 
54127 54126 20 
54126 54057 15 
54126 54125 16 
54125 54056 17 
54125 54124 11 
54124 54055 17 
54124 54123 18 
54123 54054 19 
54123 54122 17 
54122 54053 19 
54122 54121 11 
54121 54052 18 
54120 54025 10 
54114 54019 15 
54114 54113 17 
54113 54018 19 
54109 54108 10 
54108 54014 12 
54108 54107 18 
54107 54013 14 
54107 54106 19 
54106 54012 20 
54106 54105 20 
54105 54011 11 
54105 54104 10 
54104 54010 18 
54062 53968 17 
54062 54061 15 
54061 53967 10 
54061 54060 15 
54060 53966 17 
54059 53965 16 
54059 54058 19 
54058 53964 13 
54058 54057 20 
54057 53963 10 
54057 54056 10 
54056 53962 18 
54056 54055 17 
54055 53961 13 
54055 54054 16 
54054 53960 19 
54054 54053 13 
54053 54052 18 
54052 53958 15 
54052 54051 18 
54051 53957 17 
54051 54050 18 
54050 53956 11 
54050 54049 20 
54049 53955 13 
54049 54048 10 
54048 53954 14 
54048 54047 12 
54047 53953 13 
54047 54046 15 
54046 53952 12 
54046 54045 20 
54045 53951 10 
54045 54044 18 
54044 53950 10 
54044 54043 16 
54043 53949 11 
54043 54042 19 
54042 53948 20 
54042 54041 14 
54041 53947 13 
54041 54040 17 
54040 54039 10 
54039 54038 17 
54038 54037 19 
54037 54036 16 
54036 53942 14 
54036 54035 16 
54035 53941 19 
54035 54034 11 
54034 53940 11 
54033 53939 10 
54033 54032 17 
54032 53938 20 
54032 54031 12 
54031 53937 17 
54031 54030 16 
54030 53936 19 
54030 54029 17 
54029 53935 20 
54029 54028 15 
54028 53934 17 
54028 54027 17 
54027 53933 10 
54021 53920 16 
54020 53919 13 
54019 53918 20 
54019 54018 13 
54015 53914 16 
54014 54013 10 
54013 54012 18 
54012 54011 16 
54011 54010 16 
54010 54009 14 
54009 53913 20 
54009 54008 15 
54008 53912 19 
54008 54007 14 
53999 53998 14 
53968 53967 10 
53967 53872 14 
53967 53966 14 
53966 53871 16 
53965 53964 16 
53964 53867 19 
53964 53963 12 
53963 53866 16 
53963 53962 16 
53962 53961 15 
53961 53960 11 
53960 53959 13 
53959 53958 11 
53958 53957 20 
53957 53956 13 
53956 53955 15 
53955 53954 10 
53954 53865 16 
53954 53953 10 
53953 53952 14 
53952 53951 10 
53951 53950 11 
53950 53949 16 
53949 53948 10 
53948 53947 19 
53947 53946 19 
53946 53945 12 
53945 53944 18 
53945 54039 18 
53944 53943 15 
53944 54038 20 
53943 53942 17 
53942 53941 11 
53941 53940 13 
53940 53939 15 
53939 53938 13 
53938 53864 12 
53938 53937 12 
53937 53863 15 
53937 53936 14 
53936 53862 15 
53936 53935 20 
53935 53861 13 
53935 53934 18 
53934 53860 16 
53934 53933 12 
53933 53859 12 
53933 53932 15 
53932 53858 13 
53932 53931 13 
53931 53857 20 
53931 53930 15 
53930 53856 15 
53930 53929 11 
53929 53855 19 
53929 53928 20 
53928 53854 11 
53928 53927 12 
53927 53853 16 
53927 53926 17 
53926 53852 19 
53926 53925 13 
53925 53851 12 
53924 53847 13 
53921 53920 15 
53920 53843 11 
53920 53919 13 
53919 53842 11 
53919 53918 13 
53914 53837 19 
53913 53836 14 
53913 53912 14 
53912 53835 20 
53911 53834 17 
53905 53828 19 
53904 53827 19 
53903 53902 16 
53870 53869 14 
53869 53868 14 
53868 53791 19 
53867 53786 20 
53867 53866 16 
53866 53785 17 
53865 53784 17 
53864 53783 15 
53864 53863 17 
53863 53782 18 
53863 53862 20 
53862 53781 16 
53862 53861 10 
53861 53780 20 
53861 53860 11 
53860 53779 18 
53860 53859 19 
53859 53778 19 
53859 53858 19 
53858 53777 14 
53858 53857 15 
53857 53776 20 
53857 53856 18 
53856 53775 19 
53856 53855 13 
53855 53774 12 
53855 53854 14 
53854 53773 15 
53854 53853 17 
53852 53851 11 
53851 53850 15 
53850 53771 19 
53850 53849 19 
53849 53770 19 
53849 53848 17 
53848 53769 16 
53847 53756 19 
53847 53846 19 
53846 53755 11 
53845 53754 11 
53844 53753 17 
53844 53843 14 
53843 53752 13 
53843 53842 19 
53837 53746 15 
53836 53835 12 
53835 53743 11 
53834 53741 15 
53834 53833 20 
53833 53740 17 
53830 53737 15 
53830 53829 12 
53829 53736 13 
53829 53828 20 
53828 53735 17 
53828 53827 14 
53827 53734 19 
53827 53826 20 
53826 53733 19 
53826 53825 16 
53824 53823 19 
53823 53730 20 
53822 53729 10 
53822 53821 20 
53788 53787 19 
53786 53691 13 
53786 53785 11 
53785 53690 17 
53784 53689 14 
53783 53688 16 
53783 53782 14 
53782 53687 10 
53782 53781 20 
53781 53686 12 
53781 53780 20 
53780 53685 17 
53780 53779 18 
53779 53684 10 
53779 53778 17 
53778 53683 14 
53778 53777 19 
53777 53682 19 
53777 53776 19 
53776 53681 12 
53776 53775 16 
53775 53774 18 
53774 53773 11 
53773 53772 12 
53772 53853 15 
53771 53770 18 
53770 53769 14 
53769 53768 12 
53768 53767 16 
53767 53766 19 
53766 53679 19 
53766 53765 17 
53765 53678 13 
53765 53764 20 
53764 53677 16 
53764 53763 17 
53763 53676 17 
53763 53762 19 
53762 53675 12 
53762 53761 13 
53761 53674 19 
53761 53760 12 
53760 53673 14 
53760 53759 11 
53759 53672 11 
53759 53758 12 
53758 53671 16 
53758 53757 11 
53757 53670 17 
53756 53659 17 
53755 53658 11 
53754 53657 16 
53753 53656 17 
53753 53752 17 
53746 53745 16 
53745 53648 15 
53745 53744 17 
53744 53647 14 
53743 53742 14 
53742 53741 17 
53741 53645 18 
53741 53740 13 
53740 53644 11 
53738 53737 18 
53736 53735 20 
53735 53734 10 
53734 53733 19 
53732 53731 17 
53731 53635 18 
53731 53730 13 
53730 53634 18 
53730 53729 19 
53729 53633 19 
53729 53728 13 
53694 53693 11 
53693 53597 16 
53693 53692 17 
53692 53596 11 
53691 53690 18 
53690 53594 17 
53689 53592 16 
53688 53687 12 
53687 53686 15 
53686 53685 13 
53685 53684 15 
53684 53683 19 
53683 53682 13 
53682 53681 15 
53681 53680 11 
53680 53775 11 
53679 53678 18 
53678 53677 14 
53677 53676 16 
53676 53675 14 
53675 53674 10 
53674 53673 13 
53673 53672 20 
53672 53671 15 
53671 53670 12 
53670 53591 20 
53670 53669 18 
53669 53590 20 
53669 53668 11 
53668 53589 11 
53668 53667 15 
53667 53588 17 
53667 53666 13 
53666 53587 18 
53666 53665 13 
53665 53586 14 
53665 53664 10 
53664 53585 17 
53664 53663 16 
53663 53584 16 
53663 53662 11 
53662 53583 19 
53662 53661 18 
53661 53582 11 
53661 53660 19 
53660 53581 12 
53660 53659 17 
53659 53658 17 
53658 53580 18 
53656 53578 13 
53655 53577 10 
53654 53576 11 
53653 53575 18 
53652 53574 19 
53648 53647 20 
53647 53569 13 
53647 53646 17 
53646 53568 18 
53645 53644 20 
53643 53642 15 
53642 53641 13 
53641 53557 14 
53641 53640 20 
53640 53556 14 
53639 53555 18 
53639 53638 17 
53638 53554 14 
53637 53553 13 
53637 53636 19 
53636 53552 19 
53635 53634 16 
53596 53595 18 
53592 53507 12 
53591 53590 12 
53590 53505 19 
53590 53589 11 
53589 53504 19 
53589 53588 12 
53588 53503 14 
53588 53587 12 
53587 53502 12 
53587 53586 16 
53586 53501 11 
53586 53585 13 
53585 53500 19 
53585 53584 11 
53584 53499 17 
53584 53583 18 
53583 53498 15 
53583 53582 12 
53582 53497 12 
53582 53581 15 
53581 53496 15 
53580 53495 11 
53579 53494 11 
53579 53578 13 
53579 53580 12 
53578 53493 10 
53578 53577 10 
53577 53492 19 
53577 53576 11 
53576 53491 13 
53576 53575 17 
53575 53490 20 
53575 53574 15 
53568 53483 20 
53568 53567 18 
53567 53482 18 
53567 53566 17 
53566 53481 17 
53566 53565 19 
53565 53564 10 
53564 53563 11 
53563 53562 20 
53562 53561 16 
53561 53476 20 
53561 53560 11 
53559 53473 15 
53559 53558 11 
53558 53472 12 
53558 53557 20 
53557 53471 10 
53557 53556 11 
53556 53470 19 
53556 53555 16 
53555 53469 18 
53555 53554 10 
53554 53553 19 
53553 53552 18 
53552 53551 19 
53551 53465 13 
53551 53550 11 
53551 53635 14 
53550 53464 19 
53550 53549 13 
53549 53463 11 
53549 53548 13 
53548 53462 13 
53548 53547 17 
53547 53461 15 
53546 53460 19 
53545 53459 18 
53545 53544 13 
53544 53458 18 
53544 53543 13 
53543 53457 11 
53543 53542 20 
53542 53456 15 
53542 53541 19 
53541 53455 12 
53541 53540 19 
53540 53539 11 
53537 53451 20 
53507 53414 16 
53505 53504 20 
53504 53392 12 
53504 53503 19 
53503 53391 14 
53503 53502 12 
53502 53390 13 
53502 53501 18 
53501 53389 10 
53501 53500 16 
53500 53388 19 
53500 53499 17 
53499 53387 20 
53499 53498 15 
53498 53386 14 
53498 53497 20 
53497 53385 13 
53497 53496 19 
53496 53384 12 
53495 53382 15 
53495 53494 14 
53494 53493 13 
53493 53380 17 
53493 53492 16 
53492 53379 13 
53492 53491 19 
53491 53378 11 
53491 53490 15 
53490 53377 18 
53490 53489 20 
53489 53376 12 
53479 53478 12 
53478 53477 18 
53478 53563 19 
53477 53476 11 
53477 53562 13 
53474 53361 13 
53473 53472 12 
53472 53471 12 
53471 53470 17 
53470 53469 17 
53469 53468 19 
53468 53467 13 
53467 53466 11 
53467 53553 18 
53466 53465 18 
53465 53464 14 
53464 53463 16 
53463 53462 15 
53462 53461 18 
53461 53460 18 
53460 53459 18 
53459 53458 19 
53458 53457 17 
53457 53456 20 
53454 53360 19 
53454 53453 19 
53453 53452 15 
53452 53358 14 
53452 53451 18 
53450 53449 18 
53449 53355 20 
53448 53354 17 
53447 53353 20 
53416 53415 19 
53415 53414 17 
53414 53320 10 
53414 53413 14 
53413 53319 20 
53413 53412 19 
53412 53318 11 
53412 53411 17 
53411 53317 17 
53411 53410 20 
53410 53316 18 
53410 53409 10 
53409 53315 13 
53409 53408 20 
53408 53314 20 
53408 53407 14 
53407 53406 11 
53402 53308 14 
53401 53307 13 
53400 53306 13 
53399 53305 16 
53398 53304 14 
53397 53303 11 
53396 53302 11 
53396 53395 17 
53395 53301 15 
53394 53300 10 
53394 53393 13 
53393 53299 15 
53392 53297 20 
53392 53391 17 
53391 53296 16 
53391 53390 11 
53390 53295 20 
53390 53389 12 
53389 53388 10 
53388 53387 14 
53387 53386 10 
53386 53291 15 
53386 53385 14 
53385 53290 17 
53385 53384 18 
53384 53289 15 
53384 53383 16 
53383 53288 20 
53383 53382 15 
53382 53287 15 
53382 53381 15 
53381 53286 12 
53381 53380 15 
53380 53285 15 
53380 53379 15 
53379 53284 15 
53379 53378 18 
53378 53283 14 
53378 53377 10 
53377 53282 14 
53376 53281 20 
53364 53363 18 
53360 53359 11 
53359 53358 14 
53359 53453 20 
53358 53357 10 
53357 53356 19 
53356 53355 15 
53355 53265 19 
53355 53354 18 
53354 53264 20 
53354 53353 19 
53353 53263 15 
53353 53352 10 
53352 53262 19 
53352 53351 13 
53351 53261 19 
53351 53350 13 
53350 53260 19 
53350 53349 18 
53349 53259 12 
53316 53315 10 
53315 53225 17 
53314 53224 20 
53314 53313 15 
53313 53407 18 
53311 53221 11 
53311 53310 20 
53310 53220 14 
53309 53219 15 
53309 53308 12 
53308 53307 13 
53307 53306 12 
53306 53305 18 
53305 53304 15 
53304 53218 16 
53304 53303 15 
53303 53217 19 
53302 53216 11 
53302 53301 16 
53301 53215 19 
53301 53300 14 
53300 53214 17 
53300 53299 17 
53299 53213 20 
53298 53297 10 
53297 53206 20 
53297 53296 19 
53296 53295 13 
53294 53293 14 
53294 53389 20 
53293 53202 10 
53293 53292 18 
53292 53291 16 
53290 53289 13 
53289 53288 10 
53288 53287 14 
53287 53286 18 
53286 53285 14 
53285 53284 16 
53284 53283 11 
53283 53282 17 
53265 53264 20 
53264 53174 12 
53264 53263 20 
53263 53262 12 
53262 53261 18 
53261 53173 12 
53261 53260 12 
53260 53172 11 
53260 53259 18 
53259 53171 17 
53258 53170 10 
53258 53257 20 
53226 53138 12 
53226 53225 13 
53225 53137 11 
53225 53224 15 
53224 53136 13 
53224 53223 15 
53223 53135 12 
53222 53134 13 
53222 53221 12 
53221 53133 15 
53221 53220 10 
53220 53132 17 
53220 53219 14 
53219 53131 19 
53218 53130 12 
53218 53217 15 
53217 53129 18 
53216 53128 15 
53216 53215 12 
53215 53127 10 
53215 53214 14 
53214 53126 15 
53214 53213 12 
53213 53125 18 
53212 53211 14 
53211 53210 16 
53210 53209 18 
53209 53208 16 
53207 53298 14 
53205 53296 12 
53203 53202 14 
53202 53201 19 
53193 53284 20 
53192 53283 14 
53178 53177 10 
53177 53071 19 
53174 53068 15 
53173 53172 12 
53172 53171 11 
53171 53170 16 
53170 53066 13 
53170 53169 13 
53169 53065 18 
53138 53034 20 
53138 53137 15 
53137 53033 10 
53137 53136 13 
53136 53032 18 
53136 53135 15 
53135 53031 15 
53135 53134 13 
53134 53030 12 
53134 53133 12 
53133 53029 12 
53133 53132 19 
53132 53028 19 
53132 53131 14 
53131 53027 17 
53130 53022 19 
53129 53128 20 
53128 53127 17 
53127 53126 10 
53126 53018 20 
53126 53125 18 
53125 53124 17 
53124 53016 14 
53124 53123 15 
53123 53015 19 
53123 53122 19 
53122 53014 10 
53122 53121 18 
53121 53013 19 
53121 53120 17 
53120 53012 13 
53120 53119 17 
53119 53011 19 
53119 53118 20 
53118 53010 16 
53118 53117 12 
53117 53009 19 
53117 53116 12 
53116 53008 14 
53116 53115 13 
53115 53007 19 
53115 53114 12 
53114 53006 18 
53114 53113 19 
53113 53005 16 
53113 53112 10 
53112 53111 20 
53111 53110 14 
53110 53109 14 
53089 52988 18 
53088 52987 11 
53087 52986 12 
53086 52985 20 
53069 52968 16 
53068 53067 19 
53067 52967 12 
53066 52962 16 
53066 53065 20 
53065 52961 18 
53065 53064 15 
53064 52960 12 
53064 53063 19 
53063 52959 17 
53062 52958 17 
53061 52957 15 
53060 52956 19 
53059 52955 11 
53058 52954 17 
53050 53049 18 
53035 53034 20 
53034 52930 17 
53034 53033 18 
53030 53029 16 
53029 53028 16 
53027 52927 16 
53026 52926 19 
53025 52925 12 
53024 52924 16 
53024 53023 16 
53023 52923 11 
53023 53022 20 
53022 52922 12 
53021 52921 10 
53020 52920 14 
53018 52918 12 
53017 52917 10 
53017 53016 20 
53016 52916 20 
53014 53013 18 
53013 53012 18 
53012 53011 17 
53011 53010 11 
53010 53009 16 
53009 53008 11 
53008 53007 11 
53007 53006 18 
53006 53005 18 
53004 53112 10 
53003 53111 15 
53002 53110 13 
52992 52991 20 
52991 53099 15 
52990 52989 12 
52989 52988 14 
52988 52987 10 
52987 52986 10 
52986 52985 18 
52985 52984 16 
52984 52983 10 
52983 52982 14 
52982 52981 20 
52981 52894 10 
52981 52980 15 
52980 52893 17 
52980 52979 16 
52967 52966 18 
52966 52965 14 
52965 52964 12 
52964 52963 12 
52963 52962 11 
52962 52961 20 
52961 52960 18 
52960 52959 16 
52959 52958 11 
52958 52957 20 
52957 52956 11 
52956 52955 14 
52955 52954 20 
52954 52953 11 
52953 52880 16 
52953 52952 10 
52952 52879 20 
52952 52951 18 
52929 52928 11 
52929 53033 19 
52928 52855 20 
52928 53032 19 
52927 52926 12 
52926 52925 17 
52925 52924 13 
52924 52923 19 
52923 52922 14 
52922 52921 20 
52918 52917 14 
52900 52828 10 
52899 52827 12 
52896 52895 11 
52895 52823 17 
52894 52814 20 
52894 52893 17 
52893 52813 10 
52893 52892 15 
52892 52812 13 
52880 52879 15 
52879 52878 10 
52878 52800 20 
52878 52877 16 
52877 52799 14 
52877 52876 18 
52876 52798 18 
52876 52875 14 
52875 52797 17 
52875 52874 15 
52874 52796 17 
52873 52795 11 
52873 52872 15 
52872 52794 12 
52872 52871 20 
52871 52793 19 
52871 52870 13 
52870 52792 11 
52870 52869 20 
52869 52791 19 
52868 52790 15 
52867 52789 17 
52866 52788 20 
52865 52787 12 
52854 52853 13 
52854 52926 19 
52853 52925 20 
52852 52924 10 
52851 52923 11 
52850 52922 19 
52848 52920 20 
52833 52750 19 
52832 52749 14 
52831 52748 20 
52830 52747 11 
52829 52746 20 
52829 52828 12 
52827 52744 20 
52827 52826 15 
52826 52743 14 
52825 52742 17 
52825 52824 18 
52824 52741 15 
52824 52823 17 
52823 52740 15 
52822 52821 19 
52821 52820 16 
52820 52734 20 
52820 52819 18 
52819 52733 19 
52819 52818 14 
52818 52732 14 
52818 52817 10 
52817 52731 11 
52817 52816 11 
52816 52730 20 
52816 52815 14 
52815 52729 12 
52815 52814 11 
52814 52728 14 
52814 52813 12 
52813 52727 10 
52813 52812 13 
52812 52726 17 
52812 52811 20 
52800 52799 10 
52799 52798 19 
52798 52797 18 
52797 52796 16 
52796 52795 10 
52795 52794 18 
52794 52793 12 
52793 52792 19 
52792 52791 10 
52791 52790 19 
52790 52789 12 
52789 52788 12 
52788 52787 18 
52787 52786 12 
52773 52772 14 
52771 52854 12 
52770 52853 14 
52769 52852 17 
52768 52851 14 
52759 52687 20 
52755 52683 18 
52754 52682 10 
52753 52681 19 
52752 52680 14 
52751 52750 14 
52742 52741 17 
52741 52740 17 
52739 52738 12 
52736 52822 11 
52735 52821 20 
52714 52637 18 
52689 52688 10 
52666 52665 17 
52665 52664 17 
52663 52662 14 
52652 52729 18 
52644 52564 10 
52643 52563 17 
52642 52562 15 
52641 52561 10 
52641 52640 18 
52640 52560 10 
52635 52634 11 
52633 52552 16 
52616 52541 17 
52615 52540 11 
52614 52539 13 
52613 52538 16 
52612 52537 18 
52612 52611 19 
52612 52688 17 
52611 52610 16 
52610 52535 13 
52610 52609 14 
52609 52534 14 
52608 52533 19 
52606 52531 15 
52605 52530 16 
52604 52529 19 
52583 52663 20 
52582 52512 12 
52571 52501 19 
52566 52565 18 
52565 52564 16 
52565 52645 17 
52564 52563 19 
52563 52562 19 
52562 52561 10 
52561 52497 13 
52561 52560 14 
52560 52496 16 
52560 52559 18 
52554 52553 17 
52553 52489 10 
52552 52551 15 
52551 52550 15 
52550 52549 16 
52549 52548 10 
52548 52547 13 
52547 52546 20 
52546 52545 15 
52545 52544 19 
52544 52543 13 
52543 52542 11 
52543 52624 15 
52542 52623 16 
52541 52540 17 
52540 52486 11 
52540 52539 10 
52539 52485 14 
52539 52538 12 
52538 52484 13 
52538 52537 17 
52537 52483 16 
52537 52536 11 
52536 52482 13 
52536 52535 15 
52535 52481 18 
52535 52534 11 
52534 52480 20 
52534 52533 20 
52533 52479 10 
52532 52478 16 
52532 52531 14 
52531 52477 18 
52531 52530 16 
52514 52513 14 
52513 52459 13 
52512 52511 20 
52511 52510 10 
52510 52458 13 
52510 52509 13 
52508 52457 10 
52507 52456 11 
52507 52506 16 
52506 52455 11 
52505 52454 19 
52505 52504 12 
52504 52453 14 
52504 52503 17 
52503 52452 20 
52502 52451 12 
52502 52501 11 
52501 52450 17 
52501 52500 19 
52500 52449 15 
52499 52447 15 
52499 52498 12 
52498 52446 18 
52497 52496 13 
52496 52495 17 
52487 52430 18 
52486 52423 11 
52486 52485 14 
52485 52422 12 
52485 52484 14 
52484 52421 16 
52484 52483 18 
52483 52420 16 
52483 52482 16 
52482 52419 14 
52482 52481 17 
52481 52418 12 
52481 52480 18 
52480 52417 11 
52480 52479 16 
52479 52416 19 
52479 52478 15 
52468 52412 11 
52458 52397 10 
52457 52395 13 
52457 52456 16 
52456 52394 16 
52456 52455 13 
52455 52393 18 
52455 52454 17 
52454 52392 16 
52454 52453 11 
52453 52391 10 
52453 52452 12 
52452 52390 16 
52452 52451 15 
52451 52389 10 
52451 52450 10 
52450 52388 20 
52450 52449 12 
52449 52387 17 
52449 52448 14 
52448 52386 12 
52448 52447 14 
52447 52385 16 
52447 52446 16 
52446 52384 17 
52446 52445 14 
52445 52383 20 
52445 52444 15 
52444 52443 20 
52443 52442 11 
52442 52441 10 
52441 52440 14 
52440 52497 15 
52439 52438 14 
52438 52495 12 
52437 52436 14 
52437 52494 18 
52436 52435 11 
52425 52424 18 
52423 52422 10 
52422 52421 11 
52421 52420 19 
52420 52419 20 
52419 52418 13 
52418 52417 15 
52417 52416 13 
52416 52415 18 
52415 52414 15 
52414 52413 15 
52412 52411 20 
52411 52410 14 
52410 52466 17 
52403 52402 10 
52402 52361 19 
52402 52401 19 
